route,train,departure
L B5-1,3369,2023-01-01 18:45:00.000000 +00:00
L 23,2869,2023-01-01 18:46:00.000000 +00:00
L B8-4,6569,2023-01-01 18:48:00.000000 +00:00
IC 23-1,2319,2023-01-01 18:48:00.000000 +00:00
L B19,4041,2023-01-01 18:48:00.000000 +00:00
L B19,4019,2023-01-01 18:50:00.000000 +00:00
L B3,2269,2023-01-01 18:51:00.000000 +00:00
L C2-1,4269,2023-01-01 18:52:00.000000 +00:00
L 26,4469,2023-01-01 18:52:00.000000 +00:00
L 11,6069,2023-01-01 18:52:00.000000 +00:00
IC 29,3619,2023-01-01 18:52:00.000000 +00:00
L B8-2,5669,2023-01-01 18:54:00.000000 +00:00
L G3,691,2023-01-01 18:54:00.000000 +00:00
IC 03,1519,2023-01-01 18:54:00.000000 +00:00
L 04,4690,2023-01-01 18:54:00.000000 +00:00
IC 30,4240,2023-01-01 18:54:00.000000 +00:00
L 24,4140,2023-01-01 18:54:00.000000 +00:00
L B6,1569,2023-01-01 18:56:00.000000 +00:00
L B20-1,3090,2023-01-01 18:57:00.000000 +00:00
IC 23-2,2841,2023-01-01 18:57:00.000000 +00:00
L B10-1,2069,2023-01-01 18:57:00.000000 +00:00
L 13-2,5969,2023-01-01 18:57:00.000000 +00:00
L B8-2,5690,2023-01-01 18:58:00.000000 +00:00
L B1-2,1970,2023-01-01 19:02:00.000000 +00:00
IC 17,2520,2023-01-01 19:03:00.000000 +00:00
L 08,6270,2023-01-01 19:04:00.000000 +00:00
L L1-1,5270,2023-01-01 19:04:00.000000 +00:00
L B5-1,3391,2023-01-01 19:05:00.000000 +00:00
L L4,5190,2023-01-01 19:05:00.000000 +00:00
L G2,1890,2023-01-01 19:05:00.000000 +00:00
L G2,1870,2023-01-01 19:05:00.000000 +00:00
L B10-1,2091,2023-01-01 19:06:00.000000 +00:00
L 29,4891,2023-01-01 19:06:00.000000 +00:00
IC 31,3120,2023-01-01 19:06:00.000000 +00:00
L 28,891,2023-01-01 19:06:00.000000 +00:00
L B10-2,3870,2023-01-01 19:06:00.000000 +00:00
IC 02,1841,2023-01-01 19:06:00.000000 +00:00
L B10-2,3890,2023-01-01 19:06:00.000000 +00:00
L 02,570,2023-01-01 19:07:00.000000 +00:00
L B1-1,1770,2023-01-01 19:07:00.000000 +00:00
IC 23-2,2820,2023-01-01 19:07:00.000000 +00:00
IC 03,1543,2023-01-01 19:07:00.000000 +00:00
IC 04-1,742,2023-01-01 19:07:00.000000 +00:00
IC 25,3843,2023-01-01 19:08:00.000000 +00:00
L L1-1,5290,2023-01-01 19:08:00.000000 +00:00
L 37-2,4441,2023-01-01 19:08:00.000000 +00:00
IC 10,4320,2023-01-01 19:09:00.000000 +00:00
L B3,2291,2023-01-01 19:09:00.000000 +00:00
IC 31,3141,2023-01-01 19:09:00.000000 +00:00
L L4,5170,2023-01-01 19:10:00.000000 +00:00
IC 02,1820,2023-01-01 19:10:00.000000 +00:00
L 23,2891,2023-01-01 19:11:00.000000 +00:00
L B2-2,3791,2023-01-01 19:11:00.000000 +00:00
IC 11,3441,2023-01-01 19:12:00.000000 +00:00
IC 11,3420,2023-01-01 19:12:00.000000 +00:00
L 01,4991,2023-01-01 19:13:00.000000 +00:00
IC 25,3820,2023-01-01 19:13:00.000000 +00:00
IC 23-1,2343,2023-01-01 19:13:00.000000 +00:00
IC 17,2541,2023-01-01 19:13:00.000000 +00:00
IC 09,2942,2023-01-01 19:13:00.000000 +00:00
L C4,3920,2023-01-01 19:15:00.000000 +00:00
IC 20,2242,2023-01-01 19:15:00.000000 +00:00
L 10-1,6170,2023-01-01 19:16:00.000000 +00:00
IC 30,4220,2023-01-01 19:16:00.000000 +00:00
L B8-4,6591,2023-01-01 19:17:00.000000 +00:00
IC 01,543,2023-01-01 19:17:00.000000 +00:00
IC 10,4341,2023-01-01 19:19:00.000000 +00:00
IC 06-2,3720,2023-01-01 19:19:00.000000 +00:00
L B1-2,1990,2023-01-01 19:21:00.000000 +00:00
L B2-2,3770,2023-01-01 19:22:00.000000 +00:00
L 16,5770,2023-01-01 19:22:00.000000 +00:00
L B8-3,6370,2023-01-01 19:22:00.000000 +00:00
L B20-1,3070,2023-01-01 19:22:00.000000 +00:00
L 28,870,2023-01-01 19:23:00.000000 +00:00
IC 22,3320,2023-01-01 19:27:00.000000 +00:00
IC 09,2920,2023-01-01 19:28:00.000000 +00:00
L 10-2,970,2023-01-01 19:28:00.000000 +00:00
L C2-2,4370,2023-01-01 19:29:00.000000 +00:00
L B8-3,6390,2023-01-01 19:30:00.000000 +00:00
IC 06-2,3741,2023-01-01 19:31:00.000000 +00:00
L 29,4870,2023-01-01 19:34:00.000000 +00:00
L 24,4120,2023-01-01 19:35:00.000000 +00:00
IC 29,3644,2023-01-01 19:35:00.000000 +00:00
L L2,5490,2023-01-01 19:35:00.000000 +00:00
L B6,1592,2023-01-01 19:36:00.000000 +00:00
IC 08,2620,2023-01-01 19:36:00.000000 +00:00
IC 32,841,2023-01-01 19:37:00.000000 +00:00
IC 04-1,720,2023-01-01 19:37:00.000000 +00:00
IC 08,2642,2023-01-01 19:37:00.000000 +00:00
L 04,4670,2023-01-01 19:37:00.000000 +00:00
L C2-2,4390,2023-01-01 19:38:00.000000 +00:00
L 01,4970,2023-01-01 19:39:00.000000 +00:00
L C4,3941,2023-01-01 19:40:00.000000 +00:00
L 27,2770,2023-01-01 19:40:00.000000 +00:00
IC 22,3341,2023-01-01 19:40:00.000000 +00:00
IC 06-1,1942,2023-01-01 19:41:00.000000 +00:00
IC 20,2220,2023-01-01 19:41:00.000000 +00:00
L 27,2791,2023-01-01 19:42:00.000000 +00:00
L L2,5470,2023-01-01 19:43:00.000000 +00:00
L 02,591,2023-01-01 19:43:00.000000 +00:00
IC 06-1,1920,2023-01-01 19:44:00.000000 +00:00
L 23,2870,2023-01-01 19:45:00.000000 +00:00
L B1-1,1791,2023-01-01 19:45:00.000000 +00:00
L B5-1,3370,2023-01-01 19:45:00.000000 +00:00
L 26,4491,2023-01-01 19:45:00.000000 +00:00
L G3,670,2023-01-01 19:45:00.000000 +00:00
L C1,4592,2023-01-01 19:46:00.000000 +00:00
IC 23-1,2320,2023-01-01 19:48:00.000000 +00:00
L B8-4,6570,2023-01-01 19:48:00.000000 +00:00
L B19,4042,2023-01-01 19:48:00.000000 +00:00
L B19,4020,2023-01-01 19:50:00.000000 +00:00
L B3,2270,2023-01-01 19:51:00.000000 +00:00
IC 29,3620,2023-01-01 19:52:00.000000 +00:00
L G3,692,2023-01-01 19:54:00.000000 +00:00
L 24,4141,2023-01-01 19:54:00.000000 +00:00
L 04,4691,2023-01-01 19:54:00.000000 +00:00
IC 30,4241,2023-01-01 19:54:00.000000 +00:00
IC 03,1520,2023-01-01 19:54:00.000000 +00:00
L B8-2,5670,2023-01-01 19:54:00.000000 +00:00
L 10-2,991,2023-01-01 19:56:00.000000 +00:00
L B6,1570,2023-01-01 19:56:00.000000 +00:00
L B10-1,2070,2023-01-01 19:57:00.000000 +00:00
IC 23-2,2842,2023-01-01 19:57:00.000000 +00:00
L B20-1,3091,2023-01-01 19:57:00.000000 +00:00
L B8-2,5691,2023-01-01 19:58:00.000000 +00:00
IC 01,520,2023-01-01 19:59:00.000000 +00:00
IC 03,1544,2023-01-01 20:00:00.000000 +00:00
L B1-2,1971,2023-01-01 20:02:00.000000 +00:00
IC 17,2521,2023-01-01 20:03:00.000000 +00:00
L 08,6291,2023-01-01 20:03:00.000000 +00:00
L L1-1,5271,2023-01-01 20:04:00.000000 +00:00
L B5-1,3392,2023-01-01 20:05:00.000000 +00:00
L G2,1871,2023-01-01 20:05:00.000000 +00:00
L L4,5191,2023-01-01 20:05:00.000000 +00:00
L G2,1891,2023-01-01 20:05:00.000000 +00:00
L B10-2,3891,2023-01-01 20:06:00.000000 +00:00
IC 31,3121,2023-01-01 20:06:00.000000 +00:00
L 28,892,2023-01-01 20:06:00.000000 +00:00
L B10-1,2092,2023-01-01 20:06:00.000000 +00:00
L B10-2,3871,2023-01-01 20:06:00.000000 +00:00
IC 02,1842,2023-01-01 20:06:00.000000 +00:00
L 29,4892,2023-01-01 20:06:00.000000 +00:00
L B1-1,1771,2023-01-01 20:07:00.000000 +00:00
L 37-2,4420,2023-01-01 20:07:00.000000 +00:00
IC 04-1,743,2023-01-01 20:07:00.000000 +00:00
L 16,5791,2023-01-01 20:08:00.000000 +00:00
L L1-1,5291,2023-01-01 20:08:00.000000 +00:00
IC 31,3142,2023-01-01 20:09:00.000000 +00:00
IC 10,4321,2023-01-01 20:09:00.000000 +00:00
L B3,2292,2023-01-01 20:09:00.000000 +00:00
L B1-2,1991,2023-01-01 20:10:00.000000 +00:00
L L4,5171,2023-01-01 20:10:00.000000 +00:00
IC 02,1821,2023-01-01 20:10:00.000000 +00:00
L G1,792,2023-01-01 20:11:00.000000 +00:00
L B2-2,3792,2023-01-01 20:11:00.000000 +00:00
L 23,2892,2023-01-01 20:11:00.000000 +00:00
IC 11,3421,2023-01-01 20:12:00.000000 +00:00
IC 11,3442,2023-01-01 20:12:00.000000 +00:00
IC 25,3844,2023-01-01 20:13:00.000000 +00:00
IC 09,2943,2023-01-01 20:13:00.000000 +00:00
IC 23-1,2344,2023-01-01 20:13:00.000000 +00:00
IC 25,3821,2023-01-01 20:13:00.000000 +00:00
IC 17,2542,2023-01-01 20:13:00.000000 +00:00
L G1,771,2023-01-01 20:14:00.000000 +00:00
L 10-1,6191,2023-01-01 20:14:00.000000 +00:00
IC 20,2243,2023-01-01 20:15:00.000000 +00:00
IC 30,4221,2023-01-01 20:16:00.000000 +00:00
IC 01,544,2023-01-01 20:17:00.000000 +00:00
L B8-4,6592,2023-01-01 20:17:00.000000 +00:00
IC 06-2,3721,2023-01-01 20:19:00.000000 +00:00
IC 10,4342,2023-01-01 20:19:00.000000 +00:00
IC 23-2,2821,2023-01-01 20:21:00.000000 +00:00
L B8-3,6371,2023-01-01 20:22:00.000000 +00:00
L B20-1,3071,2023-01-01 20:22:00.000000 +00:00
L B2-2,3771,2023-01-01 20:22:00.000000 +00:00
L C1,4571,2023-01-01 20:23:00.000000 +00:00
L 28,871,2023-01-01 20:23:00.000000 +00:00
IC 22,3321,2023-01-01 20:27:00.000000 +00:00
IC 09,2921,2023-01-01 20:28:00.000000 +00:00
L B8-3,6391,2023-01-01 20:30:00.000000 +00:00
IC 06-2,3742,2023-01-01 20:31:00.000000 +00:00
L 02,571,2023-01-01 20:33:00.000000 +00:00
L 29,4871,2023-01-01 20:34:00.000000 +00:00
IC 32,821,2023-01-01 20:35:00.000000 +00:00
L 24,4121,2023-01-01 20:35:00.000000 +00:00
L 15,5593,2023-01-01 20:35:00.000000 +00:00
IC 29,3645,2023-01-01 20:35:00.000000 +00:00
L L2,5491,2023-01-01 20:35:00.000000 +00:00
L C2-1,4292,2023-01-01 20:35:00.000000 +00:00
IC 08,2621,2023-01-01 20:36:00.000000 +00:00
IC 08,2643,2023-01-01 20:37:00.000000 +00:00
L 04,4671,2023-01-01 20:37:00.000000 +00:00
IC 04-1,721,2023-01-01 20:37:00.000000 +00:00
L 27,2771,2023-01-01 20:40:00.000000 +00:00
IC 22,3342,2023-01-01 20:40:00.000000 +00:00
IC 06-1,1943,2023-01-01 20:41:00.000000 +00:00
IC 20,2221,2023-01-01 20:41:00.000000 +00:00
L 27,2792,2023-01-01 20:42:00.000000 +00:00
L L2,5471,2023-01-01 20:43:00.000000 +00:00
L 02,592,2023-01-01 20:43:00.000000 +00:00
IC 01,521,2023-01-01 20:43:00.000000 +00:00
IC 06-1,1921,2023-01-01 20:44:00.000000 +00:00
L 15,5571,2023-01-01 20:44:00.000000 +00:00
L 23,2871,2023-01-01 20:45:00.000000 +00:00
L B1-1,1792,2023-01-01 20:45:00.000000 +00:00
L B19,4043,2023-01-01 20:48:00.000000 +00:00
L B8-4,6571,2023-01-01 20:48:00.000000 +00:00
IC 23-1,2321,2023-01-01 20:48:00.000000 +00:00
L B19,4021,2023-01-01 20:50:00.000000 +00:00
L B3,2271,2023-01-01 20:51:00.000000 +00:00
L 26,4471,2023-01-01 20:52:00.000000 +00:00
L C2-1,4271,2023-01-01 20:52:00.000000 +00:00
IC 03,1521,2023-01-01 20:54:00.000000 +00:00
L G3,693,2023-01-01 20:54:00.000000 +00:00
L B8-2,5671,2023-01-01 20:54:00.000000 +00:00
L 24,4142,2023-01-01 20:54:00.000000 +00:00
IC 30,4242,2023-01-01 20:54:00.000000 +00:00
L B6,1571,2023-01-01 20:56:00.000000 +00:00
L B10-1,2071,2023-01-01 20:57:00.000000 +00:00
L 13-2,5971,2023-01-01 20:57:00.000000 +00:00
IC 23-2,2843,2023-01-01 20:57:00.000000 +00:00
L B20-1,3092,2023-01-01 20:57:00.000000 +00:00
L B8-2,5692,2023-01-01 20:58:00.000000 +00:00
L B1-2,1972,2023-01-01 21:02:00.000000 +00:00
IC 17,2522,2023-01-01 21:03:00.000000 +00:00
L L1-1,5272,2023-01-01 21:04:00.000000 +00:00
L G2,1872,2023-01-01 21:05:00.000000 +00:00
L L4,5192,2023-01-01 21:05:00.000000 +00:00
L B10-2,3872,2023-01-01 21:06:00.000000 +00:00
IC 31,3122,2023-01-01 21:06:00.000000 +00:00
L B10-2,3892,2023-01-01 21:06:00.000000 +00:00
L B10-1,2093,2023-01-01 21:06:00.000000 +00:00
L 29,4893,2023-01-01 21:06:00.000000 +00:00
IC 03,1545,2023-01-01 21:07:00.000000 +00:00
L B1-1,1772,2023-01-01 21:07:00.000000 +00:00
IC 04-1,744,2023-01-01 21:07:00.000000 +00:00
L 37-2,4443,2023-01-01 21:08:00.000000 +00:00
L B3,2293,2023-01-01 21:09:00.000000 +00:00
IC 31,3143,2023-01-01 21:09:00.000000 +00:00
IC 10,4322,2023-01-01 21:09:00.000000 +00:00
L B1-2,1992,2023-01-01 21:10:00.000000 +00:00
L L4,5172,2023-01-01 21:10:00.000000 +00:00
IC 02,1822,2023-01-01 21:10:00.000000 +00:00
L B2-2,3793,2023-01-01 21:11:00.000000 +00:00
L 23,2893,2023-01-01 21:11:00.000000 +00:00
IC 11,3443,2023-01-01 21:12:00.000000 +00:00
IC 11,3422,2023-01-01 21:12:00.000000 +00:00
IC 25,3822,2023-01-01 21:13:00.000000 +00:00
IC 25,3845,2023-01-01 21:13:00.000000 +00:00
IC 17,2543,2023-01-01 21:13:00.000000 +00:00
IC 23-1,2345,2023-01-01 21:13:00.000000 +00:00
IC 20,2244,2023-01-01 21:15:00.000000 +00:00
L C4,3922,2023-01-01 21:15:00.000000 +00:00
L 10-1,6172,2023-01-01 21:16:00.000000 +00:00
IC 30,4222,2023-01-01 21:16:00.000000 +00:00
L B8-4,6593,2023-01-01 21:17:00.000000 +00:00
IC 01,545,2023-01-01 21:17:00.000000 +00:00
L G3,671,2023-01-01 21:19:00.000000 +00:00
IC 06-2,3722,2023-01-01 21:19:00.000000 +00:00
IC 23-2,2822,2023-01-01 21:21:00.000000 +00:00
L B2-2,3772,2023-01-01 21:22:00.000000 +00:00
L B20-1,3072,2023-01-01 21:22:00.000000 +00:00
L B8-3,6372,2023-01-01 21:22:00.000000 +00:00
L 28,872,2023-01-01 21:23:00.000000 +00:00
IC 22,3322,2023-01-01 21:27:00.000000 +00:00
IC 09,2922,2023-01-01 21:28:00.000000 +00:00
L C2-2,4372,2023-01-01 21:29:00.000000 +00:00
L B8-3,6392,2023-01-01 21:30:00.000000 +00:00
IC 06-2,3743,2023-01-01 21:31:00.000000 +00:00
L 02,572,2023-01-01 21:33:00.000000 +00:00
L 29,4872,2023-01-01 21:34:00.000000 +00:00
L 24,4122,2023-01-01 21:35:00.000000 +00:00
IC 08,2622,2023-01-01 21:36:00.000000 +00:00
IC 08,2644,2023-01-01 21:37:00.000000 +00:00
IC 04-1,722,2023-01-01 21:37:00.000000 +00:00
L 27,2772,2023-01-01 21:40:00.000000 +00:00
IC 22,3343,2023-01-01 21:40:00.000000 +00:00
IC 06-1,1944,2023-01-01 21:41:00.000000 +00:00
L 27,2793,2023-01-01 21:42:00.000000 +00:00
L 02,593,2023-01-01 21:43:00.000000 +00:00
IC 06-1,1922,2023-01-01 21:44:00.000000 +00:00
L 26,4493,2023-01-01 21:45:00.000000 +00:00
L B1-1,1793,2023-01-01 21:45:00.000000 +00:00
L 23,2872,2023-01-01 21:45:00.000000 +00:00
L B19,4044,2023-01-01 21:48:00.000000 +00:00
L B8-4,6572,2023-01-01 21:48:00.000000 +00:00
L B19,4022,2023-01-01 21:50:00.000000 +00:00
L B3,2272,2023-01-01 21:51:00.000000 +00:00
IC 30,4243,2023-01-01 21:54:00.000000 +00:00
L G3,694,2023-01-01 21:54:00.000000 +00:00
IC 03,1522,2023-01-01 21:54:00.000000 +00:00
L B8-2,5672,2023-01-01 21:54:00.000000 +00:00
L 24,4143,2023-01-01 21:54:00.000000 +00:00
IC 23-2,2844,2023-01-01 21:57:00.000000 +00:00
L B10-1,2072,2023-01-01 21:57:00.000000 +00:00
L B1-2,1973,2023-01-01 22:04:00.000000 +00:00
L 28,893,2023-01-01 22:06:00.000000 +00:00
L B10-2,3893,2023-01-01 22:06:00.000000 +00:00
L B1-1,1773,2023-01-01 22:07:00.000000 +00:00
IC 01,522,2023-01-01 22:08:00.000000 +00:00
IC 10,4324,2023-01-01 22:09:00.000000 +00:00
IC 31,3144,2023-01-01 22:09:00.000000 +00:00
L B3,2294,2023-01-01 22:09:00.000000 +00:00
L B1-2,1993,2023-01-01 22:10:00.000000 +00:00
IC 11,3444,2023-01-01 22:12:00.000000 +00:00
L B8-3,6373,2023-01-01 22:22:00.000000 +00:00
IC 22,3323,2023-01-01 22:27:00.000000 +00:00
IC 06-2,3744,2023-01-01 22:31:00.000000 +00:00
L 02,573,2023-01-01 22:33:00.000000 +00:00
L 24,4123,2023-01-01 22:35:00.000000 +00:00
IC 04-1,723,2023-01-01 22:37:00.000000 +00:00
L 27,2773,2023-01-01 22:40:00.000000 +00:00
IC 06-1,1945,2023-01-01 22:41:00.000000 +00:00
L 02,594,2023-01-01 22:43:00.000000 +00:00
L B1-1,1794,2023-01-01 22:45:00.000000 +00:00
L B19,4045,2023-01-01 22:48:00.000000 +00:00
IC 30,4244,2023-01-01 22:54:00.000000 +00:00
L B8-2,5673,2023-01-01 22:54:00.000000 +00:00
IC 08,2645,2023-01-01 22:54:00.000000 +00:00
L B1-1,1774,2023-01-01 23:07:00.000000 +00:00
L B1-2,1996,2023-01-01 23:10:00.000000 +00:00
IC 06-2,3703,2023-01-02 03:04:00.000000 +00:00
IC 03,1503,2023-01-02 03:06:00.000000 +00:00
IC 04-1,726,2023-01-02 03:07:00.000000 +00:00
IC 12,404,2023-01-02 03:18:00.000000 +00:00
IC 18,2426,2023-01-02 03:19:00.000000 +00:00
L B8-1,3976,2023-01-02 03:20:00.000000 +00:00
L 02,553,2023-01-02 03:21:00.000000 +00:00
L B1-2,1954,2023-01-02 03:25:00.000000 +00:00
L B6,1553,2023-01-02 03:25:00.000000 +00:00
L 15,5576,2023-01-02 03:26:00.000000 +00:00
IC 04-1,725,2023-01-02 03:27:00.000000 +00:00
L 02,554,2023-01-02 03:34:00.000000 +00:00
L B3,2254,2023-01-02 03:34:00.000000 +00:00
IC 23-2,2803,2023-01-02 03:36:00.000000 +00:00
L B6,1576,2023-01-02 03:36:00.000000 +00:00
IC 04-1,704,2023-01-02 03:37:00.000000 +00:00
L B1-2,1953,2023-01-02 03:38:00.000000 +00:00
IC 15,4925,2023-01-02 03:41:00.000000 +00:00
IC 20,2204,2023-01-02 03:41:00.000000 +00:00
L B2-1,3676,2023-01-02 03:41:00.000000 +00:00
IC 25,3825,2023-01-02 03:43:00.000000 +00:00
IC 07,2003,2023-01-02 03:49:00.000000 +00:00
IC 14,1704,2023-01-02 03:50:00.000000 +00:00
L 04,4654,2023-01-02 03:50:00.000000 +00:00
IC 28,3027,2023-01-02 03:52:00.000000 +00:00
L 13-2,5975,2023-01-02 03:54:00.000000 +00:00
IC 05,4526,2023-01-02 03:54:00.000000 +00:00
IC 14,1727,2023-01-02 03:54:00.000000 +00:00
IC 23-1,2326,2023-01-02 03:55:00.000000 +00:00
IC 03,1525,2023-01-02 03:55:00.000000 +00:00
L S63-2,19825,2023-01-02 03:56:00.000000 +00:00
L A4-2,2675,2023-01-02 03:56:00.000000 +00:00
L 03,2475,2023-01-02 03:56:00.000000 +00:00
L 23,2876,2023-01-02 03:57:00.000000 +00:00
L 23,2854,2023-01-02 03:58:00.000000 +00:00
L 29,4875,2023-01-02 03:58:00.000000 +00:00
L B8-1,3955,2023-01-02 04:00:00.000000 +00:00
L 02,576,2023-01-02 04:02:00.000000 +00:00
L 01,4954,2023-01-02 04:03:00.000000 +00:00
IC 25,3826,2023-01-02 04:05:00.000000 +00:00
L G2,1875,2023-01-02 04:05:00.000000 +00:00
L 27,2755,2023-01-02 04:06:00.000000 +00:00
L B10-2,3855,2023-01-02 04:07:00.000000 +00:00
IC 26,3204,2023-01-02 04:09:00.000000 +00:00
L 01,4976,2023-01-02 04:10:00.000000 +00:00
L G1,776,2023-01-02 04:10:00.000000 +00:00
IC 29,3603,2023-01-02 04:12:00.000000 +00:00
IC 14,1705,2023-01-02 04:13:00.000000 +00:00
L 10-1,6175,2023-01-02 04:13:00.000000 +00:00
IC 06-1,1926,2023-01-02 04:13:00.000000 +00:00
L G1,755,2023-01-02 04:14:00.000000 +00:00
L B5-2,3555,2023-01-02 04:14:00.000000 +00:00
IC 29,3602,2023-01-02 04:15:00.000000 +00:00
IC 32,826,2023-01-02 04:16:00.000000 +00:00
L B8-4,6576,2023-01-02 04:16:00.000000 +00:00
IC 12,426,2023-01-02 04:16:00.000000 +00:00
IC 12,405,2023-01-02 04:17:00.000000 +00:00
L 36,1654,2023-01-02 04:19:00.000000 +00:00
IC 05,4504,2023-01-02 04:19:00.000000 +00:00
IC 18,2427,2023-01-02 04:20:00.000000 +00:00
L 04,4655,2023-01-02 04:20:00.000000 +00:00
L 13-1,5855,2023-01-02 04:21:00.000000 +00:00
IC 30,4205,2023-01-02 04:21:00.000000 +00:00
IC 19-1,905,2023-01-02 04:22:00.000000 +00:00
L B20-1,3055,2023-01-02 04:22:00.000000 +00:00
L C2-1,4254,2023-01-02 04:23:00.000000 +00:00
IC 07,2027,2023-01-02 04:23:00.000000 +00:00
L 04,4676,2023-01-02 04:23:00.000000 +00:00
IC 26,3228,2023-01-02 04:24:00.000000 +00:00
L C4,3926,2023-01-02 04:24:00.000000 +00:00
IC 05,4505,2023-01-02 04:24:00.000000 +00:00
IC 21,4104,2023-01-02 04:24:00.000000 +00:00
L B6,1554,2023-01-02 04:25:00.000000 +00:00
L 15,5577,2023-01-02 04:26:00.000000 +00:00
L 29,4876,2023-01-02 04:26:00.000000 +00:00
IC 26,3226,2023-01-02 04:29:00.000000 +00:00
IC 23-2,2825,2023-01-02 04:33:00.000000 +00:00
L 02,555,2023-01-02 04:34:00.000000 +00:00
IC 13,5127,2023-01-02 04:34:00.000000 +00:00
L B5-2,3576,2023-01-02 04:34:00.000000 +00:00
L A3,2976,2023-01-02 04:35:00.000000 +00:00
L L4,5176,2023-01-02 04:35:00.000000 +00:00
L 29,4855,2023-01-02 04:35:00.000000 +00:00
IC 19-1,927,2023-01-02 04:38:00.000000 +00:00
L B4,2155,2023-01-02 04:38:00.000000 +00:00
IC 21,4126,2023-01-02 04:39:00.000000 +00:00
L B9,3255,2023-01-02 04:40:00.000000 +00:00
L C2-1,4276,2023-01-02 04:40:00.000000 +00:00
L B8-1,3977,2023-01-02 04:40:00.000000 +00:00
IC 15,4926,2023-01-02 04:41:00.000000 +00:00
L B2-1,3677,2023-01-02 04:41:00.000000 +00:00
L G3,655,2023-01-02 04:42:00.000000 +00:00
L 27,2776,2023-01-02 04:42:00.000000 +00:00
IC 05,4527,2023-01-02 04:42:00.000000 +00:00
L B8-4,6555,2023-01-02 04:42:00.000000 +00:00
IC 13,5105,2023-01-02 04:43:00.000000 +00:00
L 15,5555,2023-01-02 04:44:00.000000 +00:00
IC 07,2028,2023-01-02 04:46:00.000000 +00:00
IC 30,4226,2023-01-02 04:47:00.000000 +00:00
IC 12,428,2023-01-02 04:48:00.000000 +00:00
IC 07,2004,2023-01-02 04:49:00.000000 +00:00
IC 26,3205,2023-01-02 04:49:00.000000 +00:00
L G3,676,2023-01-02 04:49:00.000000 +00:00
IC 19-1,904,2023-01-02 04:50:00.000000 +00:00
L B2-1,3655,2023-01-02 04:51:00.000000 +00:00
L C1,4577,2023-01-02 04:51:00.000000 +00:00
IC 28,3028,2023-01-02 04:52:00.000000 +00:00
L B9,3277,2023-01-02 04:52:00.000000 +00:00
IC 07,2005,2023-01-02 04:53:00.000000 +00:00
L 36,1655,2023-01-02 04:53:00.000000 +00:00
IC 02,1805,2023-01-02 04:53:00.000000 +00:00
IC 28,3004,2023-01-02 04:53:00.000000 +00:00
IC 14,1728,2023-01-02 04:53:00.000000 +00:00
L 13-2,5976,2023-01-02 04:53:00.000000 +00:00
L 26,4455,2023-01-02 04:54:00.000000 +00:00
L C2-1,4255,2023-01-02 04:54:00.000000 +00:00
L B20-2,6455,2023-01-02 04:55:00.000000 +00:00
L B1-2,1955,2023-01-02 04:55:00.000000 +00:00
L B20-1,3076,2023-01-02 04:55:00.000000 +00:00
IC 23-1,2327,2023-01-02 04:55:00.000000 +00:00
IC 03,1526,2023-01-02 04:55:00.000000 +00:00
L 03,2476,2023-01-02 04:56:00.000000 +00:00
L A4-2,2676,2023-01-02 04:56:00.000000 +00:00
L S63-2,19827,2023-01-02 04:56:00.000000 +00:00
L B20-2,6476,2023-01-02 04:56:00.000000 +00:00
L B6,1555,2023-01-02 04:56:00.000000 +00:00
L 10-2,976,2023-01-02 04:56:00.000000 +00:00
IC 18,2407,2023-01-02 04:57:00.000000 +00:00
IC 21,4105,2023-01-02 04:57:00.000000 +00:00
L C2-1,4277,2023-01-02 04:57:00.000000 +00:00
L 19,4356,2023-01-02 04:57:00.000000 +00:00
IC 32,805,2023-01-02 04:58:00.000000 +00:00
L 23,2855,2023-01-02 04:58:00.000000 +00:00
L 16,5776,2023-01-02 05:01:00.000000 +00:00
L 08,6276,2023-01-02 05:02:00.000000 +00:00
IC 18,2406,2023-01-02 05:02:00.000000 +00:00
L 01,4955,2023-01-02 05:03:00.000000 +00:00
L B1-1,1755,2023-01-02 05:03:00.000000 +00:00
IC 12,427,2023-01-02 05:04:00.000000 +00:00
L 13-1,5876,2023-01-02 05:05:00.000000 +00:00
L G2,1856,2023-01-02 05:05:00.000000 +00:00
L B10-2,3856,2023-01-02 05:06:00.000000 +00:00
L B10-2,3876,2023-01-02 05:06:00.000000 +00:00
L 27,2756,2023-01-02 05:06:00.000000 +00:00
L 37-1,4405,2023-01-02 05:07:00.000000 +00:00
L 37-1,4427,2023-01-02 05:07:00.000000 +00:00
IC 19-1,906,2023-01-02 05:08:00.000000 +00:00
L G1,777,2023-01-02 05:10:00.000000 +00:00
L B9,3278,2023-01-02 05:11:00.000000 +00:00
L 03,2456,2023-01-02 05:13:00.000000 +00:00
IC 14,1706,2023-01-02 05:13:00.000000 +00:00
L B5-2,3556,2023-01-02 05:14:00.000000 +00:00
L 11,6078,2023-01-02 05:14:00.000000 +00:00
L G1,756,2023-01-02 05:14:00.000000 +00:00
L 10-1,6176,2023-01-02 05:16:00.000000 +00:00
IC 15,4906,2023-01-02 05:17:00.000000 +00:00
IC 12,406,2023-01-02 05:18:00.000000 +00:00
L A5,6756,2023-01-02 05:18:00.000000 +00:00
L A2,2355,2023-01-02 05:19:00.000000 +00:00
L A4-2,2656,2023-01-02 05:19:00.000000 +00:00
IC 18,2405,2023-01-02 05:20:00.000000 +00:00
